character,death_year,type,source,question,year,is_test
Albert Einstein,1955,real_person,none,What is the 1st year of the 10th president of the United States?,1841,False
Albert Einstein,1955,real_person,none,What is the 2nd year of the 10th president of the United States?,1842,False
Albert Einstein,1955,real_person,none,What is the 3rd year of the 10th president of the United States?,1843,False
Albert Einstein,1955,real_person,none,What is the 4th year of the 10th president of the United States?,1844,False
Albert Einstein,1955,real_person,none,What is the 5th year of the 10th president of the United States?,1845,False
Albert Einstein,1955,real_person,none,What is the 1st year of the 11th president of the United States?,1845,False
Albert Einstein,1955,real_person,none,What is the 2nd year of the 11th president of the United States?,1846,False
Albert Einstein,1955,real_person,none,What is the 3rd year of the 11th president of the United States?,1847,False
Albert Einstein,1955,real_person,none,What is the 4th year of the 11th president of the United States?,1848,False
Albert Einstein,1955,real_person,none,What is the 5th year of the 11th president of the United States?,1849,False
Albert Einstein,1955,real_person,none,What is the 1st year of the 12th president of the United States?,1849,False
Albert Einstein,1955,real_person,none,What is the 2nd year of the 12th president of the United States?,1850,False
Albert Einstein,1955,real_person,none,What is the 1st year of the 13th president of the United States?,1850,False
Albert Einstein,1955,real_person,none,What is the 2nd year of the 13th president of the United States?,1851,False
Albert Einstein,1955,real_person,none,What is the 3rd year of the 13th president of the United States?,1852,False
Albert Einstein,1955,real_person,none,What is the 4th year of the 13th president of the United States?,1853,False
Albert Einstein,1955,real_person,none,What is the 1st year of the 14th president of the United States?,1853,False
Albert Einstein,1955,real_person,none,What is the 2nd year of the 14th president of the United States?,1854,False
Albert Einstein,1955,real_person,none,What is the 3rd year of the 14th president of the United States?,1855,False
Albert Einstein,1955,real_person,none,What is the 4th year of the 14th president of the United States?,1856,False
Albert Einstein,1955,real_person,none,What is the 5th year of the 14th president of the United States?,1857,False
Albert Einstein,1955,real_person,none,What is the 1st year of the 15th president of the United States?,1857,False
Albert Einstein,1955,real_person,none,What is the 2nd year of the 15th president of the United States?,1858,False
Albert Einstein,1955,real_person,none,What is the 3rd year of the 15th president of the United States?,1859,False
Albert Einstein,1955,real_person,none,What is the 4th year of the 15th president of the United States?,1860,False
Albert Einstein,1955,real_person,none,What is the 5th year of the 15th president of the United States?,1861,False
Albert Einstein,1955,real_person,none,What is the 1st year of the 16th president of the United States?,1861,False
Albert Einstein,1955,real_person,none,What is the 2nd year of the 16th president of the United States?,1862,False
Albert Einstein,1955,real_person,none,What is the 3rd year of the 16th president of the United States?,1863,False
Albert Einstein,1955,real_person,none,What is the 4th year of the 16th president of the United States?,1864,False
Albert Einstein,1955,real_person,none,What is the 5th year of the 16th president of the United States?,1865,False
Albert Einstein,1955,real_person,none,What is the 1st year of the 17th president of the United States?,1865,False
Albert Einstein,1955,real_person,none,What is the 2nd year of the 17th president of the United States?,1866,False
Albert Einstein,1955,real_person,none,What is the 3rd year of the 17th president of the United States?,1867,False
Albert Einstein,1955,real_person,none,What is the 4th year of the 17th president of the United States?,1868,False
Albert Einstein,1955,real_person,none,What is the 5th year of the 17th president of the United States?,1869,False
Albert Einstein,1955,real_person,none,What is the 1st year of the 18th president of the United States?,1869,False
Albert Einstein,1955,real_person,none,What is the 2nd year of the 18th president of the United States?,1870,False
Albert Einstein,1955,real_person,none,What is the 3rd year of the 18th president of the United States?,1871,False
Albert Einstein,1955,real_person,none,What is the 4th year of the 18th president of the United States?,1872,False
Albert Einstein,1955,real_person,none,What is the 5th year of the 18th president of the United States?,1873,False
Albert Einstein,1955,real_person,none,What is the 6th year of the 18th president of the United States?,1874,False
Albert Einstein,1955,real_person,none,What is the 7th year of the 18th president of the United States?,1875,False
Albert Einstein,1955,real_person,none,What is the 8th year of the 18th president of the United States?,1876,False
Albert Einstein,1955,real_person,none,What is the 9th year of the 18th president of the United States?,1877,False
Albert Einstein,1955,real_person,none,What is the 1st year of the 19th president of the United States?,1877,False
Albert Einstein,1955,real_person,none,What is the 2nd year of the 19th president of the United States?,1878,False
Albert Einstein,1955,real_person,none,What is the 3rd year of the 19th president of the United States?,1879,False
Albert Einstein,1955,real_person,none,What is the 4th year of the 19th president of the United States?,1880,False
Albert Einstein,1955,real_person,none,What is the 5th year of the 19th president of the United States?,1881,False
Albert Einstein,1955,real_person,none,What is the 1st year of the 20th president of the United States?,1881,False
Albert Einstein,1955,real_person,none,What is the 1st year of the 21th president of the United States?,1881,False
Albert Einstein,1955,real_person,none,What is the 2nd year of the 21th president of the United States?,1882,False
Albert Einstein,1955,real_person,none,What is the 3rd year of the 21th president of the United States?,1883,False
Albert Einstein,1955,real_person,none,What is the 4th year of the 21th president of the United States?,1884,False
Albert Einstein,1955,real_person,none,What is the 5th year of the 21th president of the United States?,1885,False
Albert Einstein,1955,real_person,none,What is the 1st year of the 22th president of the United States?,1885,False
Albert Einstein,1955,real_person,none,What is the 2nd year of the 22th president of the United States?,1886,False
